SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
530697,ZENLABS     ,X ,Q,56.1,60,56,57.85,57.85,58,24,6225,357870,
530699,RAJRAYON    ,T ,Q,0.46,0.46,0.44,0.44,0.44,0.46,6,4675,2101,
530703,INFO-DRIVE S,X ,Q,0.15,0.15,0.15,0.15,0.15,0.15,3,11501,1725,
530709,GOWRA LEASNG,XT,Q,24.25,24.25,24.25,24.25,24.25,25.5,4,910,22067,
530711,JAGAN LAMPS ,XT,Q,18.85,19.7,18.85,19.65,19.65,18.85,10,2401,46976,
530715,ALPS INDS.  ,T ,Q,4.4,4.44,4.3,4.44,4.44,4.52,55,80012,344148,
530721,ANGIND      ,B ,Q,6.17,6.17,6.17,6.17,6.17,5.9,1,1000,6170,
530723,ASIT C FIN  ,X ,Q,70,74.1,70,74.1,74.1,70.6,3,254,17996,
530733,NOVAPUBLIC  ,XT,Q,33.5,33.5,33.5,33.5,33.5,33.95,2,10,335,
530741,OVOBEL FOODS,P ,Q,17.85,17.85,17.85,17.85,17.85,17,1,100,1785,
530759,STERL.TOOLS ,B ,Q,399,399,370.1,378.15,380.9,388.3,142,1849,695680,
530773,IVRCL LTD   ,B ,Q,4.64,4.64,4.35,4.42,4.42,4.46,151,183327,808112,
530779,DYNAMIC PORT,XT,Q,1.54,1.54,1.54,1.54,1.54,1.57,3,1000,1540,
530789,CEEJAY FINAN,X ,Q,182,182,172.1,172.8,172.1,174.2,9,190,32903,
530803,BHAGIL      ,B ,Q,302.05,303,293.65,298.6,297.4,303.25,161,9939,2980240,
530809,BNR UDYOG   ,X ,Q,29.3,33,29.25,31.35,31.8,32.5,10,541,15909,
530813,KRBL LTD.   ,B ,Q,599,599.6,563.9,566.1,565.15,597.05,517,9870,5648337,
530815,REFNOL RESIN,X ,Q,40.9,40.9,36.1,38.75,38.75,38.3,10,2618,96339,
530821,SSPDL LTD   ,X ,Q,63,63.55,58.2,59.05,59,63.75,35,3880,232531,
530825,DAIKAFFIL CH,X ,Q,73,73,67.2,70.75,69.5,70.65,41,2090,147284,
530829,CIL SECURITS,X ,Q,29.85,30,29.2,30,30,30.4,23,664,19680,
530843,CUPID LTD   ,B ,Q,298,300,287.35,290.1,290.1,299.75,296,9576,2808039,
530845,SUNSHIELD CH,X ,Q,317,317.9,315,315.1,315,315.55,11,551,174660,
530859,COSBOARD IND,X ,Q,37.65,38.9,37.05,37.45,37.45,37.65,27,12564,471466,
530867,SFLINTER    ,X ,Q,2.11,2.11,2.11,2.11,2.11,2.11,6,1950,4114,
530871,CHEMBOND CHM,X ,Q,319,348.8,309,324.75,324.75,312.35,1543,102235,34031688,
530883,SUPER CROP. ,X ,Q,26.95,27.05,26.25,26.6,26.65,26.6,82,13223,350073,
530885,FIVECORE    ,X ,Q,2.78,2.78,2.78,2.78,2.78,2.78,7,19637,54590,
530897,N.G.IND.LTD.,X ,Q,80,80,75.6,75.95,75.95,79.9,19,1199,91854,
530915,J.R.FOODS   ,XT,Q,6.48,6.48,6.48,6.48,6.48,6.18,1,1560,10108,
530919,REMSONS IND.,B ,Q,87.75,87.75,87.1,87.1,87.1,91.1,5,107,9339,
530943,SRI ADHIKARI,T ,Q,21.75,21.8,20.5,21.1,21.5,21.5,49,8420,177015,
530951,RAMINFO     ,X ,Q,44.85,44.85,41,41.9,44,42.75,67,12025,511216,
530953,SUNIL AGRO F,X ,Q,70,72.5,68.25,70.1,70.1,70,35,8336,598325,
530959,DIANA TEA CO,X ,Q,23.65,23.9,23.5,23.55,23.7,23.65,28,6343,150372,
530961,VIKASECO    ,B ,Q,38.4,38.4,36.75,37.05,36.85,38.1,667,259224,9666309,
530965,INDIAN OIL  ,A ,Q,379,383,375.85,377.8,377.8,376.75,2328,185216,70151885,
530971,NIMBUS IND. ,XT,Q,4.65,4.65,4.65,4.65,4.65,4.89,1,50,232,
530977,SKCIL       ,X ,Q,164.5,164.5,164.5,164.5,164.5,164,3,385,63332,
530979,INDIA HOME  ,X ,Q,121.9,121.9,115.35,116.25,115.35,118.4,18,2482,291967,
530991,ROOPA INDUS ,X ,Q,15.22,15.49,13.81,15.37,13.81,15.22,11,2007,28671,
530993,SARTHAK GLOB,XT,Q,8.6,8.6,8.6,8.6,8.6,9.05,1,50,430,
530997,UNIQUE ORGAN,X ,Q,10.52,10.52,10.52,10.52,10.52,11.05,3,936,9846,
530999,BALAJI AMINE,B ,Q,679,679,653.05,657.95,656.2,668,178,4563,3018963,
531017,ARIHANT SEC.,XT,Q,7.6,7.6,7.6,7.6,7.6,7.5,1,400,3040,
531025,VISAGAR FIN ,SS,Q,0.87,0.87,0.87,0.87,0.87,0.87,1,100,87,
531027,LIBORD SEC  ,X ,Q,11.5,11.5,11.5,11.5,11.5,11.5,1,200,2300,
531041,COMPETENT AU,X ,Q,271,281.95,271,272.2,272.2,273.3,48,830,227632,
531043,DHAN JEEVAN ,XT,Q,34.5,34.5,34.4,34.4,34.4,32.9,2,2,68,
531049,NEELKANTH RO,XT,Q,10.35,10.35,10.31,10.31,10.31,10.85,2,25,258,
531067,CONTIL I LTD,XT,Q,9.25,9.55,9.25,9.55,9.55,9.1,5,350,3295,
531082,ALANKIT     ,B ,Q,54.4,55,53.65,55,55,52.4,547,150775,8270841,
531083,NIHAR INFO  ,X ,Q,15.5,15.5,15.5,15.5,15.5,15,1,300,4650,
531088,TULIP STAR H,XT,Q,54,54,54,54,54,54.5,1,10,540,
531091,UNITED CRED.,X ,Q,18.75,18.75,18.75,18.75,18.75,17.95,2,2,37,
531092,OM MET INFRA,B ,Q,61.9,62.45,60.5,60.75,60.75,62.15,469,11296,690198,XD
531109,ISHAN DYES  ,X ,Q,47.55,48.65,47.1,47.75,48,47.9,42,3359,160850,
531112,AMAZEENT    ,XT,Q,42.45,42.45,42.45,42.45,42.45,40.45,1,5,212,
531120,PATEL ENGG. ,B ,Q,73.55,73.8,71,71.35,71.35,73.4,352,47376,3432421,
531127,ANARINDUS   ,X ,Q,18.05,18.05,18.05,18.05,18.05,19,4,304,5487,
531129,INANI MARBLE,X ,Q,20.95,20.95,20,20,20,20.05,8,1130,23546,
531137,GEMSTONE INV,X ,Q,0.93,0.99,0.93,0.99,0.99,0.95,4,701,663,
531146,MEDICAMEN BI,X ,Q,698,698,675,684.2,684.2,691.95,147,4381,3018070,
531147,ALICON      ,B ,Q,643,643,607,607.45,613,613.85,20,176,107506,
531155,EPSOM PRO   ,X ,Q,5.44,5.44,5.44,5.44,5.44,5.19,1,1,5,
531156,ALFAVISON.OV,X ,Q,52.6,52.6,52.6,52.6,52.6,52.5,1,4,210,
531157,ORGANIC COAT,X ,Q,13.9,13.9,13.85,13.85,13.85,14.55,8,3800,52655,
531158,CATVISION   ,XT,Q,48,48,46,47,47,48.3,4,1200,57300,
531161,ABM KNOWLEDG,X ,Q,97.5,100.4,95,95.85,95.85,98,60,4519,438348,
531162,EMAMI LTD.  ,A ,Q,1103.55,1103.55,1080,1089.7,1086.85,1099.3,321,3567,3893253,
531169,SKP SECURE. ,X ,Q,79.9,79.9,74.6,78.25,78.25,76.15,25,2160,170854,
531172,PRANAV.SPIN ,X ,Q,20,20,19.5,19.5,19.5,19.45,3,60,1180,
531173,SYSCHEM (I) ,X ,Q,12.95,13,12.8,12.85,12.85,12.95,8,1310,16974,
531176,MEFCOM CAPIT,X ,Q,19.85,19.85,19.55,19.55,19.55,19.95,14,1100,21827,
531179,ARMAN FIN   ,B ,Q,299,313.95,290.55,310.5,313.95,299,146,14351,4368688,
531190,TAVERNIER   ,X ,Q,12.05,12.05,12.05,12.05,12.05,11.49,1,50,602,
531196,GAGAN POLYCO,ST,Q,4.35,4.35,4.35,4.35,4.35,4.15,3,2100,9135,
531198,DHANADACOL  ,XT,Q,4.49,4.49,4.48,4.48,4.48,4.71,2,510,2289,
531199,GLANCE FIN. ,X ,Q,41.25,41.25,40,40.6,41.25,39.3,5,708,28885,
531201,SHILCHAR TEC,X ,Q,399.95,399.95,360,372.7,368,390,53,1889,703884,
531209,NUCLE.SOFT E,B ,Q,477,477.8,462,462.9,462,471.95,68,1653,774012,
531210,COLINZ LABOR,XT,Q,14.25,14.25,14.25,14.25,14.25,15,2,700,9975,
531212,NALIN LEASE ,X ,Q,24,25,23.2,23.2,23.2,24.4,19,5510,127865,
531213,MANAP FIN   ,A ,Q,109,110.6,107.5,108.55,108.55,109.35,780,169564,18440116,
531215,RTS POWER CO,X ,Q,56.6,58.5,56.5,56.5,56.5,58,13,2102,119053,
531216,COMFORT INTE,XT,Q,1.3,1.3,1.3,1.3,1.3,1.28,105,205799,267538,
531223,ANJANI SYNT.,X ,Q,33,34,32.55,33.85,33.8,33.15,20,2004,66762,
531233,RASI ELECTRO,XT,Q,7,7,6.34,6.51,6.51,6.67,64,19994,131272,
531234,VICTORY PAPR,XT,Q,59,59.4,56.1,59,59,59,14,1386,80839,
531241,LINC PEN &PL,B ,Q,469.3,470,465,465.15,465.15,467.05,9,384,179718,
531253,INDIA GELAT.,X ,Q,111,119.65,110.2,115.15,116,112.4,42,8422,959086,
531266,VST TILLERS ,B ,Q,2589.15,2650,2589,2609.9,2612,2615,49,218,571453,
531273,RADHE DEVLOP,X ,Q,20,21,18.65,19.85,20,19.8,40,3610,72740,
531278,ELIXIR      ,X ,Q,49.25,51.8,47.95,49,49,50.55,34,2453,120517,
531280,PANKAJ POLY.,X ,Q,9.25,10.1,9.25,10.1,10.1,9.7,9,7261,72685,
531281,P.G.IND.LTD.,X ,Q,30.15,30.2,30.15,30.2,30.2,30,3,300,9055,
531287,NAT PLASTIC ,X ,Q,41.45,41.5,39.25,40.8,40.8,39.4,10,901,36340,
531289,NATFIT      ,X ,Q,208.4,208.4,202,206.65,208,202.6,22,1126,231130,
531306,DHP INDIA LT,XT,Q,490,522,485.05,496.85,496,501.75,59,1082,540588,
531307,SRK INDUS   ,X ,Q,2.5,2.5,2.5,2.5,2.5,2.5,1,1000,2500,
531310,AVAILABLE FI,X ,Q,8.13,8.13,8.13,8.13,8.13,7.75,1,625,5081,
531314,INTEGRA CAP.,XT,Q,34.55,34.55,34.55,34.55,34.55,32.95,1,20,691,
531335,ZYDUS WELL  ,B ,Q,1251.05,1269.95,1228.7,1264.65,1265,1240.1,267,1746,2197834,
531337,IRISMEDIA   ,ST,Q,24.15,24.15,24.15,24.15,24.15,23.8,1,250,6037,
531339,JAIHIND PROJ,B ,Q,4.91,4.91,4.91,4.91,4.91,4.91,4,8282,40664,
531344,CONTAIN.CORP,A ,Q,1328,1332,1303.95,1327.7,1328.7,1328.95,245,3877,5121487,
531346,EASTERN TRED,X ,Q,95,97.95,91.2,92.3,91.2,95,9,340,31717,
531349,PANACEA BIOT,B ,Q,315,324.55,309.5,316.15,316.15,314.2,1266,50553,16154595,
531358,CHOICE INT. ,X ,Q,152.4,152.4,146,146.85,147,149,59,6073,898425,
531359,SHRIRAM ASSE,X ,Q,65,65,65,65,65,65,1,2,130,
531360,GOLECHA GLOB,XT,Q,13,13,13,13,13,13.1,2,26000,338000,
531373,BYKE HOSP   ,B ,Q,178,181.9,173.3,174,173.3,175.85,303,13034,2293146,
531381,ARIHANT FOUN,T ,Q,43.7,43.7,43.7,43.7,43.7,46,1,100,4370,
531390,UPSURGE INV.,X ,Q,59,59.1,56.1,56.1,56.1,59,19,3090,182199,
531398,SOURCENTRL  ,XT,Q,109,109,109,109,109,104,7,325,35425,
531400,ALMONDZ GLO ,B ,Q,26.3,27,26.3,27,27,27,3,416,10952,
531402,LWS KNITWEAR,XT,Q,13.48,14.4,13.48,14.4,14.4,14.15,2,101,1362,
531404,ZICOM ELECTR,B ,Q,22.6,22.8,22.1,22.25,22.25,22.6,75,11255,250988,
531410,GUJ.FOILS   ,X ,Q,12,12,12,12,12,12,1,4,48,
531411,TUNI TEXTILE,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,4,2203,1079,
531417,MEGA CORPN. ,X ,Q,1.26,1.26,1.26,1.26,1.26,1.26,4,14000,17640,
531426,TAMIL.NEWSPR,B ,Q,368.3,368.65,361.25,364.4,364.3,364.85,127,7640,2779498,
531429,ADVENT COMP.,XT,Q,2.66,2.66,2.66,2.66,2.66,2.54,2,2500,6650,
531431,SHAKTI PUMPS,B ,Q,571.1,585.25,570.5,573.95,574.3,575.05,679,18493,10651768,
531433,SUNGOLD CAP.,X ,Q,2,2,1.9,1.9,1.9,2,4,1001,1951,
531437,PWASML      ,X ,Q,54,54,54,54,54,53,2,100,5400,
531439,GOLDSTONE EN,B ,Q,14.75,14.75,14.7,14.75,14.75,14.05,14,4652,68610,
531444,VARDHMAN    ,X ,Q,5.42,5.42,5.42,5.42,5.42,5.7,1,10,54,
531449,GRM OVERSEAS,X ,Q,256,289.95,256,266.6,266.6,277.35,17,1535,407981,
531453,MOHIT INDUS.,B ,Q,38.1,38.75,37.1,37.55,37.8,38.1,74,9019,344799,
531454,POLYLINK POL,XT,Q,27.85,27.85,26.5,26.95,27,26.85,20,3177,86988,
531456,MINAXI TEXT.,ST,Q,1.27,1.27,1.27,1.27,1.27,1.33,2,25000,31750,
531463,GBLINFRA    ,X ,Q,78.45,78.45,78.45,78.45,78.45,80.05,4,33,2588,
531467,ARNAVCORP   ,XT,Q,0.27,0.29,0.27,0.27,0.27,0.28,68,296678,80528,
531471,DUKE OFFSHOR,X ,Q,94,94,86.25,90.95,93,89.2,35,4351,388033,
531472,CYBELE IND  ,XT,Q,7.65,8.02,7.65,8.02,8.02,7.64,25,8200,64985,
531489,CG-VAK SOFTW,SS,Q,24.2,24.2,24.2,24.2,24.2,23.05,2,149,3605,
531494,NAVKAR BUILD,XT,Q,22.2,22.25,22,22.25,22.25,21.2,9,5200,115575,
531497,MADHUCON PRJ,B ,Q,27.75,28.25,27.15,27.45,27.6,27.6,191,30886,857387,
531499,SYBLY INDS. ,SS,Q,5.05,5.19,4.86,5.05,5.05,5.05,54,57339,288156,
531500,RAJESH EXPO.,A ,Q,815,815,791.55,796.5,796.5,800.1,618,48644,38820921,
531508,EVEREADY (I),B ,Q,387.15,395,380,384.65,384.65,383.3,178,4431,1713028,
531512,ORIENT TRADE,XT,Q,3.55,3.69,3.55,3.55,3.55,3.61,8,18500,66875,
531518,VIKAS GRAN  ,X ,Q,12.16,12.16,11.02,12.12,12.15,11.59,479,454412,5224848,
531519,ANKUSH FINST,XT,Q,6.25,6.25,6.25,6.25,6.25,6.55,1,3000,18750,
531524,I.C.S.A. IND,T ,Q,3.45,3.45,3.14,3.2,3.2,3.3,25,14343,46563,
531525,ACE SOFTWARE,X ,Q,21,24,21,23.8,23.8,22.95,10,1117,26549,
531531,HATSUN AGRO ,B ,Q,778.2,778.2,756.7,766.35,766.65,771.65,122,1265,973138,
531539,RISHABH DIGH,XT,Q,46,48,45.6,46.3,47,48,25,3484,160159,
531540,MARUTI INFRA,X ,Q,28.5,29.35,28.2,28.8,28.9,28.7,63,15691,449270,
531541,AVONLIFE    ,Z ,Q,11.7,11.7,11.2,11.2,11.2,11.75,19,17354,196760,
531543,JINDAL WORLD,B ,Q,646.2,657.45,620.5,623.75,623.75,630.05,612,42769,27052854,
531547,TIRUPATI IND,XT,Q,11.24,11.24,11.24,11.24,11.24,11.83,2,570,6406,
531548,SOMANY CRAM ,B ,Q,652.15,652.15,629.5,636.5,639.4,645.4,144,1482,945213,
531556,CORAL (I)FIN,B ,Q,38.75,43.5,38.5,42.55,42.55,39.15,784,1082821,44443824,
531568,ASHUTOSH PAP,XT,Q,2.96,2.96,2.96,2.96,2.96,2.96,1,2,5,
531574,VAS INFRA   ,X ,Q,12.19,12.19,10.61,11.26,10.86,11.92,15,1269,14358,
531583,RAP MEDIA   ,XT,Q,13.58,13.58,13.58,13.58,13.58,13.32,4,1225,16635,
531590,BILPOWER LTD,T ,Q,2,2,1.95,1.95,1.95,1.92,9,8010,15620,
531591,BAMPSL SECUR,X ,Q,1.99,2.1,1.99,1.99,1.99,2.09,12,2655,5328,
531595,CGCL        ,B ,Q,102.85,102.85,98.1,99.25,98.1,101.45,52,3270,326780,
531599,FDC LIMITED ,B ,Q,285.4,289,282.05,287.35,289,286.25,163,5568,1591912,
531609,KG PETROCHEM,XT,Q,110.2,121.25,110.2,111.6,111.6,115.5,6,250,28722,
531612,KGN IND LTD ,SS,Q,1.86,1.86,1.86,1.86,1.86,1.86,1,1,1,
531616,STARCOM     ,XT,Q,280,280,269.95,269.95,269.95,268.85,2,101,27275,
531624,COUNTRY COND,B ,Q,3.85,3.87,3.85,3.86,3.86,4,9,17125,66001,
531633,LINCOLN PHAR,B ,Q,239,244.05,234.55,241.8,243,239.25,196,19132,4615012,
531642,MARICOLTD   ,A ,Q,306.5,313.8,306.5,311.6,311.8,306,958,55167,17173125,
531648,MAHAVIRIND  ,XT,Q,1.04,1.04,1.04,1.04,1.04,1.04,5,1040,1081,
531680,MAYUR LEATHR,XT,Q,18.8,18.8,18.8,18.8,18.8,19.7,2,105,1974,
531682,CAT TECHN.  ,SS,Q,1.35,1.35,1.3,1.3,1.3,1.3,9,1160,1562,
531686,ADVIK LABORS,XT,Q,4.9,4.9,4.65,4.9,4.9,4.67,6,1323,6457,
531687,KARUTURI GLO,T ,Q,1.9,1.97,1.81,1.81,1.81,1.9,1279,2841794,5168339,
531688,PRITHVIEXCH ,X ,Q,57.2,62,56.05,62,62,61,8,1047,64577,
531694,RAINBOW FOUN,X ,Q,13.9,13.9,13.9,13.9,13.9,13.25,6,1101,15303,
531699,SUPER DOMEST,XT,Q,1.54,1.54,1.54,1.54,1.54,1.54,1,100,154,
531717,VIDHIING    ,B ,Q,90.2,90.2,84.65,85.4,86,89.05,190,20053,1734532,XD
531719,BHAGIRA.CHEM,X ,Q,301.5,307,301.5,306.4,307,300,10,1364,413790,
531723,STAMPEDE CAP,T ,Q,11.9,11.9,11,11.55,11.5,11.35,241,243657,2872553,
531726,PANCHSHEEL O,X ,Q,84.9,84.9,84.9,84.9,84.9,89.8,1,5,424,
531727,MENON PISTON,XT,Q,28.6,30.4,28,29.7,29.7,29.4,60,14328,411069,
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,32.95,32.95,1,50,1647,
531739,GENNEX LAB  ,X ,Q,4.35,4.46,4.31,4.33,4.33,4.43,128,108609,475252,
531744,GINI SILK MI,X ,Q,187.75,188,175,178.65,178.65,180.5,58,31616,5910101,
531746,PRAJAY ENGS.,B ,Q,12.9,12.9,12.35,12.35,12.35,13,37,13240,165319,
531761,APOLLOPIPES ,X ,Q,609,609,574.6,586.65,586.65,589.6,264,10045,5925210,
531762,UNJHA FORMUL,X ,Q,14.5,14.5,13.55,13.55,13.55,14.05,2,101,1370,
531768,POLY MEDICUR,B ,Q,252.9,252.9,244,247.75,252,248.25,124,5833,1449258,
531769,PFL INFOTECH,X ,Q,8.78,8.81,8.78,8.81,8.81,8.41,5,669,5876,
531784,KCLINFRA    ,XT,Q,1.57,1.73,1.57,1.57,1.57,1.65,8,14440,24017,
531795,ATUL AUTO   ,B ,Q,421.55,427,421.55,425.4,427,419.95,62,908,385680,
531802,PRERNA INFR ,X ,Q,19.4,20,19.05,19.1,19.1,19.4,8,1428,28137,
531810,METAL COATIN,XT,Q,39,39,39,39,39,41,1,578,22542,
531813,GANGAPAPERS ,XT,Q,61.65,61.65,61.65,61.65,61.65,61.65,2,6,369,
531814,TIRUPATI SAR,X ,Q,20.5,20.6,19.55,19.65,19.65,20.3,24,7894,158528,
531816,PANORAM UNI ,B ,Q,9.11,9.11,9,9,9,9.25,14,3769,34050,
531822,RODIUM      ,X ,Q,147.6,148.6,145,146.4,146.4,147.5,35,5578,822105,
531841,INDUSFINL   ,X ,Q,14.15,14.15,14.15,14.15,14.15,14.15,1,1,14,
531842,LAHOTI OVER.,X ,Q,22.35,22.75,22,22.55,22.2,22.2,22,5383,121364,
531845,ZENITH BIRLA,T ,Q,1.47,1.47,1.47,1.47,1.47,1.4,9,42518,62501,
531847,ASIAN STAR  ,B ,Q,1280,1280.5,1224,1224,1224,1288,6,33,42156,
531859,ORIENTAL VEN,X ,Q,545,561.4,531,546.25,544.95,545.35,44,915,500008,
531861,JOINDRE CAPI,X ,Q,32.35,33.5,32.3,32.35,32.35,33.15,52,7415,242117,
531862,BHARATAGRI  ,X ,Q,140.5,143.75,140,142.2,143.7,141.85,40,6000,849996,
531867,UNITECH INTE,SS,Q,7.4,8.25,7.4,7.66,7.5,7.8,16,744,5734,
531879,PIONEER DIS.,B ,Q,191.45,192,185,186.4,186.4,189,16,1976,370545,
531881,GMETCOAL    ,XT,Q,27.25,27.25,27.25,27.25,27.25,27.8,3,160,4360,
531882,KWALITYLTD  ,A ,Q,89,89,83.8,84.6,84.6,88.4,1525,474255,40535907,
531888,REXNORD ELE.,X ,Q,63.9,64,62.6,63.4,63.45,63.45,22,2170,138397,
531892,KHANDWALA SE,B ,Q,21.75,22,21.75,22,22,22,2,600,13100,
531893,SAWACA BUSI ,ST,Q,2.34,2.34,2.34,2.34,2.34,2.34,1,100,234,
531900,CCL INTER   ,X ,Q,15,15,14.55,14.55,14.55,14.8,2,1100,16455,
531917,TWINSTAR SOF,X ,Q,2.4,2.4,2.19,2.38,2.39,2.29,80,35962,84240,
531921,AGAR IND COR,T ,Q,323.2,357.2,323.2,339.55,354,340.2,104,8304,2755205,
531923,DHAMPURE SGR,X ,Q,16,16.9,15.7,16.05,16.05,16.95,36,6061,97462,
531925,SHANTANU SHE,XT,Q,4.11,4.11,4.11,4.11,4.11,4.12,36,100545,413239,
531934,SUPREME TEX ,B ,Q,1.86,1.94,1.85,1.9,1.9,1.9,33,59141,110799,
531950,VERTEX SEC. ,X ,Q,2.53,2.58,2.48,2.57,2.57,2.5,20,17515,43878,
531952,RIBA TEXTILS,X ,Q,94.8,98,90,92.75,93.7,94.4,269,87633,8233000,
531962,SHREMETAL   ,XT,Q,9.56,9.56,9.56,9.56,9.56,10,1,50,478,
531972,TRIDENTTOOL ,X ,Q,14.02,14.02,14.02,14.02,14.02,13.37,1,10,140,
531977,CHARTERLOGIS,X ,Q,18.3,19.25,18.3,18.55,18.3,18.5,231,138448,2591197,
531978,AMBIKA COTTO,B ,Q,1351,1363.9,1341.2,1349.9,1341.2,1357.7,23,189,255602,
531979,HIND ALUMIN ,X ,Q,127.05,129.45,125.7,126.2,127,127.95,51,1265,160810,
531996,ODYSSEY CORP,SS,Q,1.9,1.9,1.9,1.9,1.9,1.99,5,5200,9880,
532001,INDUCTO STL.,XT,Q,25.95,25.95,25.95,25.95,25.95,24.75,1,100,2595,
532005,SAM INDUS.  ,X ,Q,18.3,18.3,16.65,16.65,16.65,17.5,21,5420,92728,
532015,GRAVITY (I) ,XT,Q,4.38,4.38,4.38,4.38,4.38,4.21,1,400,1752,
532022,FILAT FASH  ,X ,Q,3.2,3.48,3.2,3.48,3.48,3.2,5,1800,5900,
532034,SAFALHBS    ,XT,Q,2.85,2.85,2.85,2.85,2.85,2.89,1,5,14,
532035,UNISTAR MULT,X ,Q,2.68,2.69,2.68,2.69,2.69,2.68,4,12000,32230,
532039,ZENOTECH    ,X ,Q,45,45,43.1,44.5,44.45,43.9,31,6910,308339,
532051,SWELECT     ,B ,Q,429.3,431.95,425.05,428.9,431,429.85,47,1954,839679,
532053,WALLFORT FIN,X ,Q,123.1,124.7,121.05,123.1,123.1,124.05,48,13621,1677047,
532054,KDDL LTD    ,B ,Q,394.75,394.75,363,364.5,363,381.5,44,712,264379,
532056,ADINATH EXIM,XT,Q,29.95,29.95,29.95,29.95,29.95,30,1,100,2995,
532067,KILPEST (I) ,XT,Q,142.3,148.75,141,147.15,147,141.7,82,9759,1427408,
532070,SUPERB PAPER,X ,Q,29.1,29.15,28.6,29,29,29,31,26035,755698,
532081,KSERASERA   ,T ,Q,0.26,0.27,0.25,0.27,0.27,0.26,75,611209,156635,
532090,VANDANA     ,XT,Q,0.26,0.26,0.26,0.26,0.26,0.26,2,201,52,
532097,MUKAND ENGG.,B ,Q,43,43.75,40.5,41.9,41.15,42.35,181,25263,1082250,
532102,SBEC SUGAR  ,XT,Q,6.4,6.4,6.4,6.4,6.4,6.4,1,100,640,
532113,BRIJLAXMI LE,XT,Q,0.2,0.2,0.2,0.2,0.2,0.21,73,90000,18000,
532114,AREALTY     ,X ,Q,2.54,2.54,2.54,2.54,2.54,2.67,18,307500,781050,
532121,DENA BANK   ,A ,Q,21.05,21.05,20.6,20.75,20.75,21.05,372,178291,3697573,
532123,BSE  INFRA  ,B ,Q,4.42,4.51,4.37,4.37,4.37,4.59,33,18220,80030,
532129,HEXAWARE TEC,A ,Q,343.5,348,342.65,346.1,346.1,345.5,1270,49181,16972457,
532134,BANKBARODA  ,A ,Q,143.5,143.95,138.25,141.4,141.4,143.75,5542,1202623,169528205,
532140,MOHITE      ,X ,Q,17.25,17.25,17.25,17.25,17.25,16.45,1,36,621,
532141,ANDHRA CEMEN,T ,Q,11.3,11.3,10.86,10.9,10.9,11.23,38,24480,268159,
532143,SKM EGG PROD,B ,Q,85.6,86.4,83.55,84.05,83.55,86.8,32,1775,149750,
532144,WELCORP     ,A ,Q,171,177.6,168.7,174.95,174.95,171.5,1168,106787,18411926,
532145,H.S.(I) LTD.,X ,Q,10.89,12.16,10.7,11.51,11.47,10.2,100,24134,273817,
532149,BNK OF INDIA,A ,Q,127,127,116.7,118.25,118.25,127.4,3994,767083,92599569,
532150,INDRAPRAST  ,B ,Q,54.15,54.2,52.85,53.1,53.7,54.05,158,14090,752383,
532155,GAIL (I) LTD,A ,Q,462.65,474.2,456.15,457.5,457.5,463.4,9352,196075,91001180,
532156,VAIBHAVGBL  ,B ,Q,702.25,715,696.85,708.25,713.8,713.1,89,1642,1163743,
532162,JK PAPER    ,B ,Q,142.55,143.7,138.8,140,142,141.6,639,50706,7177690,
532163,SAREGAMA (I),B ,Q,706.5,716.3,698,706.8,706.8,703.15,438,12518,8818272,
532166,ALKA SECUR. ,ST,Q,0.52,0.53,0.51,0.51,0.51,0.52,4,3000,1560,
532172,SPHEREGSL   ,B ,Q,38,40.6,37.5,39.95,39.95,37.15,128,22041,865072,
532173,CYBERTECH   ,B ,Q,73,73.25,71.2,73.1,73.25,72.25,58,6301,457876,
532174,ICICI BANK  ,A ,Q,329,329,319.05,319.65,321.9,327,4551,2622221,840159605,
532175,CYIENT      ,A ,Q,640.1,643,625,629.5,626.35,636.3,138,3062,1939673,
532178,ENGINRS.(I) ,A ,Q,175,177,169.5,170.65,170.25,174.5,1221,91397,15836336,
532179,CORPN.BANK  ,A ,Q,32.9,32.9,32.1,32.25,32.45,33,143,17057,551452,
532180,DHANALAK.BNK,B ,Q,22.75,23.05,22.75,22.85,22.95,22.75,105,58551,1338871,
532181,GUJ.MINERAL ,A ,Q,141.1,141.2,136.2,137.6,137.3,140.35,204,20320,2836731,
532183,GAYATRI SUGR,X ,Q,10.5,10.6,10.2,10.37,10.45,10.32,61,30887,321038,
532187,INDUSIND BNK,A ,Q,1710,1710,1679.85,1684.6,1682.05,1691.25,1223,29305,49525901,
532189,INDIA TOURIS,B ,Q,431.1,431.85,426.6,428.8,427.5,429.3,79,1426,612401,
532209,J & K BANK  ,A ,Q,68.55,68.95,67,68.15,67.7,67.6,641,58208,3959304,
532210,CITY UNION  ,A ,Q,171.65,173.9,169.95,172.1,172.1,170.9,357,74510,12735078,
532212,ARCHIES LTD ,B ,Q,38.75,40.5,37.7,39.4,39.4,38.1,1020,157164,6157519,
532215,AXIS BANK   ,A ,Q,550.55,551.75,535.4,537.5,537.5,552.3,2061,201356,109014382,
